DILIST_ID,CompoundName,smiles,DILIst Classification ,Source,Routs of Administration 
824,rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,1,DILIst Classification  Oral,Oral
280,nateglinide,CC(C)C1CCC(CC1)C(=O)NC(CC1=CC=CC=C1)C(O)=O,0,DILIst Classification  Oral,Oral
1189,Lanreotide,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(CC2=CNC3=C2C=CC=C3)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CSSCC(NC1=O)C(=O)NC(C(C)O)C(N)=O)NC(=O)C(N)CC1=CC2=CC=CC=C2C=C1,1,DILIst Classification  ,
43,dactinomycin,CC(C)C1NC(=O)C(NC(=O)C2C(=N)C(=O)C(C)=C3OC4=C(N=C23)C(=CC=C4C)C(=O)NC2C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(NC2=O)C(C)C)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,1,DILIst Classification  Subcutaneous,Subcutaneous
931,Cobicistat,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,0,DILIst Classification  Oral,Oral
531,pregabalin,CC(C)CC(CN)CC(O)=O,1,DILIst Classification  Oral,Oral
438,sibutramine,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,1,DILIst Classification  Oral,Oral
564,bortezomib,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,1,DILIst Classification  Intravenous,Intravenous
222,triptorelin pamoate,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O,1,DILIst Classification  Intramuscular,Intramuscular
1014,TRIPTORELIN,CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O,1,"DILIst Classification  Subcutaneous, Intramuscular","Subcutaneous, Intramuscular"
924,Butalbital,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,0,DILIst Classification  Oral,Oral
122,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,1,DILIst Classification  Oral,Oral
258,ibufenac,CC(C)CC1=CC=C(CC(O)=O)C=C1,1,DILIst Classification  Oral,Oral
160,bromocriptine,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C,1,DILIst Classification  Oral,Oral
1110,Alfacalcidol,CC(C)CCCC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,1,DILIst Classification  ,
359,phytonadione,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCC1=C(C)C(=O)C2=CC=CC=C2C1=O,0,DILIst Classification  Oral,Oral
716,vitamin e,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(OC(C)=O)=C2C,0,DILIst Classification  Oral,Oral
592,darunavir,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC1COC2OCCC12)S(=O)(=O)C1=CC=C(N)C=C1,1,DILIst Classification  Oral,Oral
254,febuxostat,CC(C)COC1=CC=C(C=C1C#N)C1=NC(C)=C(S1)C(O)=O,1,DILIst Classification  Oral,Oral
1029,bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,1,DILIst Classification  ,
618,disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,1,DILIst Classification  Oral,Oral
452,tolterodine,CC(C)N(CCC(C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,0,DILIst Classification  Oral,Oral
277,fesoterodine,CC(C)N(CCC(C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,0,DILIst Classification  Oral,Oral
1142,Clofazimine,CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2CC1=NC1=CC=C(Cl)C=C1,1,DILIst Classification  ,
104,fluvastatin,CC(C)N1C(C=CC(O)CC(O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1,1,DILIst Classification  Oral,Oral
946,Proguanil,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,0,DILIst Classification  Oral,Oral
444,delavirdine,CC(C)NC1=CC=CN=C1N1CCN(CC1)C(=O)C1=CC2=CC(NS(C)(=O)=O)=CC=C2N1,0,DILIst Classification  Oral,Oral
331,isaxonine,CC(C)NC1=NC=CC=N1,1,DILIst Classification  Oral,Oral
992,Isaxonine phosphate,CC(C)NC1=NC=CC=N1,1,"DILIst Classification  Oral,Intramuscular; Intravenous","Oral,Intramuscular; Intravenous"
292,sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,0,DILIst Classification  Oral,Oral
123,isoproterenol,CC(C)NCC(O)C1=CC=C(O)C(O)=C1,0,DILIst Classification  Intravenous,Intravenous
771,propranolol,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,0,DILIst Classification  Oral,Oral
762,pindolol,CC(C)NCC(O)COC1=C2C=CNC2=CC=C1,0,DILIst Classification  Oral,Oral
158,atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,1,DILIst Classification  Oral,Oral
516,betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,0,DILIst Classification  Oral,Oral
518,bisoprolol,CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1,0,DILIst Classification  Oral,Oral
61,iproniazid,CC(C)NNC(=O)C1=CC=NC=C1,1,DILIst Classification  Oral,Oral
55,fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,1,DILIst Classification  Oral,Oral
1118,Azelnidipine,CC(C)OC(=O)C1C(C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OC2CN(C2)C(C2=CC=CC=C2)C2=CC=CC=C2)=C(N)N=C1C,1,DILIst Classification  ,
347,bethanechol,CC(C[N+](C)(C)C)OC(N)=O,0,DILIst Classification  Oral,Oral
138,isotretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O,1,DILIst Classification  Oral,Oral
497,voriconazole,CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,1,DILIst Classification  Oral,Oral
937,Gentamicin,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,0,DILIst Classification  Intramuscular; Intravenous,Intramuscular; Intravenous
535,carbidopa,CC(CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,0,DILIst Classification  Oral,Oral
1033,fenoterol,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,1,DILIst Classification  Oral; Respiratory (inhalation),Oral; Respiratory (inhalation)
785,selegiline,CC(CC1=CC=CC=C1)N(C)CC#C,0,DILIst Classification  Oral,Oral
381,benzphetamine,CC(CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,0,DILIst Classification  Oral,Oral
308,silodosin,CC(CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,0,DILIst Classification  Oral,Oral
622,dobutamine,CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,0,DILIst Classification  Intravenous,Intravenous
63,labetalol,CC(CCC1=CC=CC=C1)NCC(O)C1=CC=C(O)C(=C1)C(N)=O,1,DILIst Classification  Oral,Oral
404,calcitriol,CC(CCCC(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,0,DILIst Classification  Oral,Oral
956,Alimemazine,CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=CC=C2,1,DILIst Classification  Oral,Oral
1146,Cyamemazine,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=C(C=C12)C#N,1,DILIst Classification  ,
883,tenofovir,CC(CN1C=NC2=C(N)N=CN=C12)OCP(O)(O)=O,1,DILIst Classification  Oral,Oral
125,promethazine,CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,1,DILIst Classification  Oral,Oral
1095,ergonovine,CC(CO)NC(=O)C1CN(C)C2CC3=CNC4=CC=CC(=C34)C2=C1,0,"DILIst Classification  Oral, Intramuscular; Intravenous","Oral, Intramuscular; Intravenous"
860,phenoxybenzamine,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0,DILIst Classification  Oral,Oral
864,isoxsuprine,CC(COC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,0,DILIst Classification  Oral,Oral
338,phenoxypropazine,CC(COC1=CC=CC=C1)NN,1,DILIst Classification  Oral,Oral
32,captopril,CC(CS)C(=O)N1CCCC1C(O)=O,1,DILIst Classification  Oral,Oral
305,zileuton,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,1,DILIst Classification  Oral,Oral
68,methyldopa,CC(N)(CC1=CC(O)=C(O)C=C1)C(O)=O,1,DILIst Classification  Oral,Oral
402,metyrosine,CC(N)(CC1=CC=C(O)C=C1)C(O)=O,0,DILIst Classification  Oral,Oral
223,alatrofloxacin mesylate,CC(N)C(=O)NC(C)C(=O)NC1C2CN(CC12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,1,DILIst Classification  Oral,Oral
955,Alatrofloxacin,CC(N)C(=O)NC(C)C(=O)NC1C2CN(CC12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,1,DILIst Classification  ,
1263,Tocainide,CC(N)C(=O)NC1=C(C)C=CC=C1C,1,DILIst Classification  ,
877,alaproclate,CC(N)C(=O)OC(C)(C)CC1=CC=C(Cl)C=C1,1,DILIst Classification  Oral,Oral
418,rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,0,DILIst Classification  Oral,Oral
393,dextroamphetamine,CC(N)CC1=CC=CC=C1,0,DILIst Classification  Oral,Oral
867,amphetamine,CC(N)CC1=CC=CC=C1,1,DILIst Classification  Oral,Oral
1180,Heptaminol,CC(N)CCCC(C)(C)O,1,DILIst Classification  ,
725,mexiletine,CC(N)COC1=C(C)C=CC=C1C,1,DILIst Classification  Oral,Oral
31,bupropion,CC(NC(C)(C)C)C(=O)C1=CC=CC(Cl)=C1,1,DILIst Classification  Oral,Oral
1076,pinacidil,CC(NC(NC1=CC=NC=C1)=NC#N)C(C)(C)C,0,DILIst Classification  ,
885,exametazime,CC(NCC(C)(C)CNC(C)C(C)=NO)C(C)=NO,0,DILIst Classification  Intravenous,Intravenous
1005,RITODRINE,CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1,1,"DILIst Classification  Oral, Intravenous","Oral, Intravenous"
569,cinacalcet,CC(NCCCC1=CC=CC(=C1)C(F)(F)F)C1=C2C=CC=CC2=CC=C1,0,DILIst Classification  Oral,Oral
713,mebanazine,CC(NN)C1=CC=CC=C1,1,DILIst Classification  Oral,Oral
30,bicalutamide,CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,1,DILIst Classification  Oral,Oral
651,etidronic acid,CC(O)(P(O)(O)=O)P(O)(O)=O,0,DILIst Classification  Oral,Oral
421,calcium acetate,CC(O)=O,0,DILIst Classification  Oral,Oral
746,octreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,1,DILIst Classification  Intravenous,Intravenous
183,sodium lactate,CC(O)C(O)=O,0,DILIst Classification  Intravenous,Intravenous
602,tetrahydrobiopterin,CC(O)C(O)C1CNC2NC(N)=NC(=O)C2=N1,0,DILIst Classification  Oral,Oral
719,meropenem,CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,1,DILIst Classification  Intravenous,Intravenous
508,ertapenem,CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)NC3=CC(=CC=C3)C(O)=O)=C(N2C1=O)C(O)=O,0,DILIst Classification  Intravenous,Intravenous
910,Imipenem,CC(O)C1C2CC(SCCNC=N)=C(N2C1=O)C(O)=O,1,DILIst Classification  Intravenous,Intravenous
423,gadoteridol,CC(O)CN1CCN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CC1,0,DILIst Classification  Intravenous,Intravenous
1144,Crizotinib,CC(OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C(F)=CC=C1Cl,1,DILIst Classification  ,
539,enfuvirtide,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,0,DILIst Classification  Subcutaneous,Subcutaneous
248,exenatide,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(N)=O,0,DILIst Classification  Subcutaneous,Subcutaneous
460,bivalirudin,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O,0,DILIst Classification  Intravenous,Intravenous
1068,oxyphenonium,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,0,DILIst Classification  ,
1083,gallamine triethiodide,CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,0,DILIst Classification  Intravenous,Intravenous
751,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1,0,DILIst Classification  Oral,Oral
548,cefprozil,CC=CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=C(O)C=C1)C2=O)C(O)=O,1,DILIst Classification  Oral,Oral
1002,PENICILLIN,CC1(C(N2CC(C2S1)NC(=O)CC3=CC=CC=C3)C(=O)O)C,1,DILIst Classification  ,
82,indocyanine green,CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS(O)(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS(O)(=O)=O)C2=CC=C3C=CC=CC3=C12,0,DILIst Classification  Intravenous,Intravenous
1067,permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,0,DILIst Classification  Topical,Topical
1178,Glycyrrhizin,CC1(C)C(CCC2(C)C1CCC1(C)C2C(=O)C=C2C3CC(C)(CCC3(C)CCC12C)C(O)=O)OC1OC(C(O)C(O)C1OC1OC(C(O)C(O)C1O)C(O)=O)C(O)=O,1,DILIst Classification  ,
929,Cilastatin,CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(O)=O)C(O)=O,0,DILIst Classification  Intravenous,Intravenous
220,topiramate,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,1,DILIst Classification  Oral,Oral
534,carbenicillin,CC1(C)SC2C(NC(=O)C(C(O)=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O,1,DILIst Classification  Oral,Oral
950,Ticarcillin,CC1(C)SC2C(NC(=O)C(C(O)=O)C3=CSC=C3)C(=O)N2C1C(O)=O,0,DILIst Classification  Intramuscular; Intravenous,Intramuscular; Intravenous
240,amoxicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(O)=O,1,DILIst Classification  Oral,Oral
26,ampicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O,1,DILIst Classification  Oral,Oral
1100,azlocillin,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)C3=CC=CC=C3)C(=O)N2C1C(O)=O,0,DILIst Classification  ,
754,penicillin g,CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,1,DILIst Classification  Intravenous,Intravenous
755,penicillin v,CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C(O)=O,0,DILIst Classification  Oral,Oral
948,Tazobactam,CC1(CN2C=CN=N2)C(N2C(CC2=O)S1(=O)=O)C(O)=O,0,DILIst Classification  Intravenous; Parenteral,Intravenous; Parenteral
1054,ciglitazone,CC1(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)CCCCC1,1,DILIst Classification  ,
132,methyltestosterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,DILIst Classification  Oral,Oral
139,oxymetholone,CC1(O)CCC2C3CCC4CC(=O)C(CC4(C)C3CCC12C)C=O,1,DILIst Classification  Oral,Oral
385,oxandrolone,CC1(O)CCC2C3CCC4CC(=O)OCC4(C)C3CCC12C,1,DILIst Classification  Oral,Oral
1008,STANOZOLOL,CC1(O)CCC2C3CCC4CC5=NNC=C5CC4(C)C3CCC12C,1,DILIst Classification  ,
828,valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,1,DILIst Classification  Oral,Oral
275,mitomycin,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,1,DILIst Classification  Intravenous,Intravenous
846,dicloxacillin,CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1Cl,1,DILIst Classification  Oral,Oral
903,Flucloxacillin,CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1F,1,DILIst Classification  oral,oral
750,oxacillin,CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1,1,DILIst Classification  Intravenous,Intravenous
587,cloxacillin,CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1Cl,1,DILIst Classification  Oral,Oral
97,vitamin a,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,1,DILIst Classification  Intramuscular,Intramuscular
65,mefenamic acid,CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1,1,DILIst Classification  Oral,Oral
64,leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,1,DILIst Classification  Oral,Oral
89,sulindac,CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=CC1=CC=C(C=C1)S(C)=O,1,DILIst Classification  Oral,Oral
969,CLOMETHIAZOLE,CC1=C(CCCl)SC=N1,1,DILIst Classification  ,
782,risperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,1,DILIst Classification  Oral,Oral
598,paliperidone,CC1=C(CCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C(=O)N2CCCC(O)C2=N1,0,DILIst Classification  Oral,Oral
832,thiamine,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,0,DILIst Classification  Intravenous,Intravenous
173,lansoprazole,CC1=C(CS(=O)C2=NC3=CC=CC=C3N2)N=CC=C1OCC(F)(F)F,1,DILIst Classification  Oral,Oral
538,cefadroxil,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=C(O)C=C1)C2=O)C(O)=O,1,DILIst Classification  Oral,Oral
555,cephalexin,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=CC=C1)C2=O)C(O)=O,1,DILIst Classification  Oral,Oral
610,cephradine,CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CCC=CC1)C2=O)C(O)=O,0,DILIst Classification  Oral,Oral
103,troglitazone,CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C,1,DILIst Classification  Oral,Oral
1069,pyridoxal phosphate,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=N1,0,DILIst Classification  Oral,Oral
831,pyridoxine,CC1=C(O)C(CO)=C(CO)C=N1,0,DILIst Classification  Intravenous,Intravenous
453,nelfinavir,CC1=C(O)C=CC=C1C(=O)NC(CSC1=CC=CC=C1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,1,DILIst Classification  Oral,Oral
389,flavoxate,CC1=C(OC2=C(C=CC=C2C1=O)C(=O)OCCN1CCCCC1)C1=CC=CC=C1,0,DILIst Classification  Oral,Oral
439,tiagabine,CC1=C(SC=C1)C(=CCCN1CCCC(C1)C(O)=O)C1=C(C)C=CS1,0,DILIst Classification  Oral,Oral
1277,Xylometazoline,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,1,DILIst Classification  ,
307,etravirine,CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N,1,DILIst Classification  Oral,Oral
1075,ciclopirox,CC1=CC(=O)N(O)C(=C1)C1CCCCC1,0,DILIst Classification  Topical,Topical
326,tilbroquinol,CC1=CC(Br)=C(O)C2=C1C=CC=N2,1,DILIst Classification  Oral,Oral
914,Rilpivirine,CC1=CC(C=CC#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,1,DILIst Classification  Oral,Oral
364,meclizine,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,0,DILIst Classification  Oral,Oral
1250,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,1,DILIst Classification  ,
1181,Hypericin,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C4=C3C3=C2C1=C1C(C)=CC(O)=C2C(=O)C5=C(O)C=C(O)C4=C5C3=C12,1,DILIst Classification  ,
384,metaxalone,CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,1,DILIst Classification  Oral,Oral
10,gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,1,DILIst Classification  Oral,Oral
920,Acrivastine,CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC(C=CC(O)=O)=N1,0,DILIst Classification  Oral,Oral
365,triprolidine,CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1,0,DILIst Classification  Oral,Oral
94,tolcapone,CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O,1,DILIst Classification  Oral,Oral
923,Bitolterol,CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C,0,DILIst Classification  ,
144,celecoxib,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,1,DILIst Classification  Oral,Oral
209,phentolamine,CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1,0,DILIst Classification  Intravenous,Intravenous
909,Gliclazide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1,1,DILIst Classification  Oral,Oral
155,tolazamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,1,DILIst Classification  Oral,Oral
323,lumiracoxib,CC1=CC=C(NC2=C(F)C=CC=C2Cl)C(CC(O)=O)=C1,1,DILIst Classification  Oral,Oral
1228,Pilsicainide,CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2,1,DILIst Classification  ,
311,tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC=C(C(=O)N2CCCC(O)C3=C2C=CC(Cl)=C3)C(C)=C1,1,DILIst Classification  Oral,Oral
