endpoint,CV_AUC_mean,CV_AUC_std,Held_out_TP,Held_out_TN,Held_out_FP,Held_out_FN,Held_out_BA,Held_out_AUC,Held_out_MCC,Held_out_AUCPR,Held_out_Specificity,Held_out_Sensitivity,CV_R2_mean,CV_R2_std,Held_out_R2,Held_out_RMSE,Held_out_median_fold_error,Held_out_perc_2_fold,Held_out_perc_3_fold,Held_out_perc_5_fold
BSK_BE3C_MIG_down,0.7374544424743894,0.10313377424498453,3.0,56.0,4.0,8.0,0.603030303030303,0.6848484848484848,0.25010820169301234,0.45815587054158735,0.9333333333333333,0.2727272727272727,,,,,,,,
TOX21_GR_BLA_Antagonist_ratio,0.7988056078818542,0.030049332229187407,18.0,415.0,40.0,20.0,0.6928860613071139,0.824465008675535,0.3193520527015302,0.34657368349497336,0.9120879120879121,0.47368421052631576,,,,,,,,
ATG_BRE_CIS_up,0.6885445443927858,0.04932097481737593,16.0,87.0,33.0,6.0,0.7261363636363636,0.790530303030303,0.3442412016414288,0.5069970917471198,0.725,0.7272727272727273,,,,,,,,
ATG_TGFb_CIS_dn,0.6505296080066723,0.1542791978219523,0.0,135.0,2.0,5.0,0.4927007299270073,0.5781021897810219,-0.022833668863877152,0.07285552792286354,0.9854014598540146,0.0,,,,,,,,
BSK_CASM3C_IL8_down,0.6241157796451914,0.06718377479294078,3.0,60.0,3.0,5.0,0.6636904761904762,0.898809523809524,0.37216572384802715,0.6008992527545751,0.9523809523809523,0.375,,,,,,,,
TOX21_HSE_BLA_agonist_ch1,0.7544471153846154,0.04056776165147026,6.0,383.0,17.0,10.0,0.66625,0.75953125,0.2797830778269925,0.324826101193401,0.9575,0.375,,,,,,,,
CEETOX_H295R_OHPROG_dn,0.6901883830455258,0.10569521909353306,4.0,13.0,5.0,5.0,0.5833333333333333,0.5925925925925926,0.16666666666666666,0.5710758377425044,0.7222222222222222,0.4444444444444444,,,,,,,,
ATG_MRE_CIS_up,0.7404391292592374,0.04460086440050206,18.0,84.0,21.0,19.0,0.6432432432432433,0.7410553410553411,0.2817401470246504,0.48389123831139363,0.8,0.4864864864864865,,,,,,,,
ATG_NF_kB_CIS_dn,0.6910544623851305,0.04579829358560928,2.0,124.0,5.0,11.0,0.5575432319618366,0.7608825283243887,0.1533115496509289,0.3239880807119994,0.9612403100775194,0.15384615384615385,,,,,,,,
BSK_CASM3C_SAA_down,0.6376601307189544,0.14662297299829613,4.0,59.0,5.0,3.0,0.7466517857142857,0.8169642857142857,0.4420141446789482,0.5865384615384615,0.921875,0.5714285714285714,,,,,,,,
ATG_Pax6_CIS_up,0.7304586026469683,0.04989181542669409,9.0,95.0,24.0,14.0,0.5948118377785897,0.7029594446474241,0.1654092301052051,0.3207765806345232,0.7983193277310925,0.391304347826087,,,,,,,,
ATG_PBREM_CIS_up,0.6811000946770461,0.08419670924516527,7.0,103.0,19.0,13.0,0.5971311475409836,0.7467213114754099,0.17473011385737594,0.39718470987990606,0.8442622950819673,0.35,,,,,,,,
BSK_SAg_CD38_down,0.6288135162601626,0.11162748353164217,7.0,41.0,10.0,13.0,0.5769607843137254,0.6568627450980392,0.16224757929622077,0.4118752767622449,0.803921568627451,0.35,,,,,,,,
ATG_Sp1_CIS_up,0.6793406546537006,0.026556392828526093,4.0,116.0,11.0,11.0,0.5900262467191602,0.6540682414698162,0.18005249343832022,0.2542161356735441,0.9133858267716536,0.26666666666666666,,,,,,,,
TOX21_p53_BLA_p4_ch2,0.746853802082377,0.01722784688869061,23.0,353.0,91.0,26.0,0.632216400073543,0.6889134031991176,0.18764319466861393,0.32808742574089256,0.795045045045045,0.46938775510204084,,,,,,,,
BSK_3C_Vis_down,0.68552790346908,0.04869052083636191,9.0,43.0,7.0,12.0,0.6442857142857142,0.6495238095238095,0.31521483088584146,0.5165621129972042,0.86,0.42857142857142855,,,,,,,,
BSK_LPS_CD40_down,0.6148676051617228,0.019711489338857646,10.0,35.0,14.0,12.0,0.5844155844155844,0.7003710575139146,0.1650469327386833,0.5640695939036486,0.7142857142857143,0.45454545454545453,,,,,,,,
TOX21_ARE_BLA_Agonist_ch1,0.7691768671838167,0.05948276852792794,9.0,367.0,28.0,12.0,0.6788426763110307,0.824713682941531,0.2750989191801187,0.3776219889627068,0.9291139240506329,0.42857142857142855,,,,,,,,
BSK_KF3CT_IP10_down,0.7065319865319865,0.025679311567719743,6.0,36.0,21.0,8.0,0.5300751879699248,0.6353383458646616,0.04929825777643571,0.2640439444701464,0.631578947368421,0.42857142857142855,,,,,,,,
ATG_GLI_CIS_up,0.6322124149071191,0.07590897648227841,0.0,129.0,6.0,7.0,0.4777777777777778,0.6031746031746031,-0.047828670265295956,0.07237028260640092,0.9555555555555556,0.0,,,,,,,,
ATG_FoxO_CIS_dn,0.6721066938498131,0.1107995542591204,0.0,132.0,3.0,7.0,0.4888888888888889,0.6317460317460317,-0.03345302252752386,0.0937945687818854,0.9777777777777777,0.0,,,,,,,,
BSK_CASM3C_LDLR_down,0.6429150326797386,0.08065916231670694,1.0,61.0,3.0,6.0,0.5479910714285714,0.6383928571428572,0.12409721969502023,0.2708660387231816,0.953125,0.14285714285714285,,,,,,,,
TOX21_AR_BLA_Agonist_ch2,0.7939159626008043,0.04333212994133707,22.0,441.0,19.0,11.0,0.8126811594202898,0.857905138339921,0.5659869911589015,0.5896566757519524,0.9586956521739131,0.6666666666666666,,,,,,,,
ATG_PPARa_TRANS_up,0.7249805862939235,0.07656046085628157,6.0,122.0,5.0,9.0,0.6803149606299213,0.7601049868766403,0.41464578656667433,0.5429500904091213,0.9606299212598425,0.4,,,,,,,,
BSK_SAg_SRB_down,0.6699546485260771,0.06791445682048024,4.0,46.0,7.0,14.0,0.5450733752620545,0.6698113207547169,0.10838078595979404,0.3777053108107964,0.8679245283018868,0.2222222222222222,,,,,,,,
BSK_3C_Eselectin_down,0.6114786585365855,0.06375072810906827,12.0,42.0,9.0,8.0,0.7117647058823529,0.7833333333333333,0.41743514566976286,0.5562414419204453,0.8235294117647058,0.6,,,,,,,,
ATG_STAT3_CIS_dn,0.629830414234084,0.0620894231028271,0.0,137.0,1.0,4.0,0.4963768115942029,0.6829710144927537,-0.014337746453978008,0.11906565656565657,0.9927536231884058,0.0,,,,,,,,
BSK_BE3C_MMP1_up,0.6408888888888888,0.15910479734196975,2.0,59.0,5.0,5.0,0.6037946428571428,0.6004464285714285,0.20758928571428573,0.37745161771858105,0.921875,0.2857142857142857,,,,,,,,
BSK_CASM3C_Thrombomodulin_up,0.4796969696969697,0.06519840142059653,4.0,45.0,12.0,10.0,0.5375939849624061,0.5927318295739348,0.07159924926194092,0.31624514366072587,0.7894736842105263,0.2857142857142857,,,,,,,,
TOX21_ERa_BLA_Agonist_ch1,0.739914944757744,0.05993671059691831,8.0,461.0,11.0,13.0,0.6788236481033091,0.7335552865213882,0.37520586769777065,0.3941756646382528,0.9766949152542372,0.38095238095238093,,,,,,,,
BSK_3C_SRB_down,0.650892187734293,0.04196812728300487,13.0,30.0,18.0,10.0,0.5951086956521738,0.6349637681159421,0.17948324608197674,0.4214165565419129,0.625,0.5652173913043478,,,,,,,,
BSK_SAg_Eselectin_down,0.6029776422764227,0.14122957429138291,12.0,42.0,9.0,8.0,0.7117647058823529,0.7323529411764707,0.41743514566976286,0.5596645897403809,0.8235294117647058,0.6,,,,,,,,
TOX21_Aromatase_Inhibition,0.7794459259725594,0.018548113529882226,42.0,358.0,51.0,42.0,0.6876528117359413,0.8009663523110956,0.36067405194796115,0.49266534094053205,0.8753056234718827,0.5,,,,,,,,
ATG_SREBP_CIS_up,0.7375627240143369,0.046994919948815994,9.0,102.0,15.0,16.0,0.6158974358974358,0.6776068376068376,0.23557008256217202,0.3198794765342448,0.8717948717948718,0.36,,,,,,,,
ATG_Sox_CIS_up,0.6311826145552561,0.06571480871563352,3.0,111.0,21.0,7.0,0.5704545454545454,0.6674242424242425,0.09620094852000119,0.22352855003711475,0.8409090909090909,0.3,,,,,,,,
TOX21_ESRE_BLA_ch2,0.6275051124744376,0.06932334978083576,0.0,406.0,2.0,8.0,0.49754901960784315,0.8192401960784313,-0.009732619374563063,0.14090290800663946,0.9950980392156863,0.0,,,,,,,,
Tanguay_ZF_120hpf_EYE_up,0.5478959025470653,0.16868950471227415,1.0,49.0,5.0,3.0,0.5787037037037037,0.787037037037037,0.13097087966429022,0.2585087326466637,0.9074074074074074,0.25,,,,,,,,
APR_HepG2_MicrotubuleCSK_72h_dn,0.6965253581107239,0.058463578555539825,0.0,49.0,4.0,4.0,0.46226415094339623,0.5518867924528302,-0.07547169811320754,0.11642857142857142,0.9245283018867925,0.0,,,,,,,,
TOX21_ESRE_BLA_viability,0.7626714677640604,0.06496185627354793,4.0,386.0,19.0,7.0,0.6583613916947251,0.7654320987654321,0.22235298618646349,0.39940770132427206,0.9530864197530864,0.36363636363636365,,,,,,,,
TOX21_p53_BLA_p2_ch1,0.6970060156116311,0.025930754439839457,18.0,389.0,71.0,15.0,0.6955533596837944,0.7848484848484848,0.25412387981510975,0.3678274349210703,0.8456521739130435,0.5454545454545454,,,,,,,,
NVS_NR_hPPARg,0.5506111111111112,0.11030787873112892,7.0,23.0,10.0,4.0,0.6666666666666667,0.7355371900826446,0.2964324305999625,0.5188844684531106,0.696969696969697,0.6363636363636364,,,,,,,,
ATG_PXRE_CIS_dn,0.6256880835142338,0.08637953959434415,5.0,111.0,17.0,9.0,0.6121651785714286,0.7117745535714286,0.18482260492755692,0.2381109650366625,0.8671875,0.35714285714285715,,,,,,,,
ATG_HIF1a_CIS_dn,0.5067966956174503,0.08929855690054232,3.0,103.0,29.0,7.0,0.5401515151515152,0.5893939393939395,0.04917536226041986,0.1468158012517813,0.7803030303030303,0.3,,,,,,,,
Tanguay_ZF_120hpf_SNOU_up,0.6116666666666666,0.08840405973583894,3.0,40.0,11.0,4.0,0.6064425770308123,0.7507002801120448,0.16206496066434442,0.32996204064752455,0.7843137254901961,0.42857142857142855,,,,,,,,
TOX21_p53_BLA_p2_viability,0.5978741464359703,0.01581105289158564,16.0,372.0,80.0,25.0,0.6066263759982733,0.6962551262680768,0.14870477706988244,0.24591772082232227,0.8230088495575221,0.3902439024390244,,,,,,,,
BSK_BE3C_MMP1_down,0.5598600583090378,0.11086054713014447,5.0,57.0,5.0,4.0,0.7374551971326164,0.8476702508960573,0.4542174940872448,0.6123261270320095,0.9193548387096774,0.5555555555555556,,,,,,,,
NVS_NR_hER,0.7143310657596371,0.09345999269540126,16.0,25.0,20.0,2.0,0.7222222222222222,0.802469135802469,0.40572041296678973,0.6274138873788173,0.5555555555555556,0.8888888888888888,,,,,,,,
ATG_VDRE_CIS_up,0.7447637594473037,0.04649452259388822,26.0,71.0,27.0,18.0,0.6576994434137291,0.7265769944341373,0.3015550419215695,0.5246153565331502,0.7244897959183674,0.5909090909090909,,,,,,,,
TOX21_p53_BLA_p5_ch2,0.7185922527258548,0.03603369257892449,20.0,376.0,65.0,32.0,0.6186115471829757,0.7384004884004884,0.1929027365873651,0.32574187241035013,0.8526077097505669,0.38461538461538464,,,,,,,,
APR_HepG2_CellLoss_24h_dn,0.6529876373626373,0.06027191722650506,13.0,20.0,20.0,5.0,0.6111111111111112,0.6430555555555556,0.2075997184430728,0.46812692473990586,0.5,0.7222222222222222,,,,,,,,
OT_FXR_FXRSRC1_0480,0.7746969696969697,0.0751090078874604,5.0,58.0,11.0,11.0,0.5765398550724637,0.7327898550724637,0.15307971014492755,0.3410363368581455,0.8405797101449275,0.3125,,,,,,,,
TOX21_AR_BLA_Antagonist_ch2,0.7636458333333334,0.05306818857742265,2.0,475.0,5.0,11.0,0.5717147435897436,0.6738782051282051,0.19425114430090437,0.12856247355804826,0.9895833333333334,0.15384615384615385,,,,,,,,
BSK_KF3CT_uPA_down,0.683413506012951,0.10901377110253546,7.0,55.0,4.0,5.0,0.7577683615819208,0.8714689265536724,0.5339545207548569,0.6280660697327364,0.9322033898305084,0.5833333333333334,,,,,,,,
ACEA_T47D_80hr_Negative,0.7105177228786251,0.03194989275792662,11.0,44.0,18.0,13.0,0.584005376344086,0.6602822580645161,0.1594050648371337,0.4784585671734444,0.7096774193548387,0.4583333333333333,,,,,,,,
TOX21_p53_BLA_p2_ch2,0.717632494487777,0.03255322818029593,30.0,367.0,66.0,30.0,0.6737875288683604,0.7622016936104696,0.28697053477599904,0.46143858827748774,0.8475750577367206,0.5,,,,,,,,
BSK_hDFCGF_IL8_down,0.6934068270165208,0.10927955227597107,2.0,57.0,5.0,7.0,0.5707885304659498,0.6827956989247311,0.15800505624270095,0.3858435109209103,0.9193548387096774,0.2222222222222222,,,,,,,,
TOX21_PPARd_BLA_antagonist_ratio,0.7368192525893476,0.050159020016447994,6.0,362.0,26.0,22.0,0.5736377025036818,0.7636229749631812,0.13847918625916492,0.22229870251545059,0.9329896907216495,0.21428571428571427,,,,,,,,
TOX21_p53_BLA_p2_ratio,0.7563150912941824,0.037211548488675084,27.0,350.0,71.0,45.0,0.6031769596199525,0.7052982317234099,0.18260322028662124,0.3421668707493241,0.831353919239905,0.375,,,,,,,,
BSK_4H_Eotaxin3_down,0.6540073529411765,0.0745126040535829,10.0,37.0,13.0,11.0,0.608095238095238,0.6961904761904762,0.21083692375767513,0.5014226114643281,0.74,0.47619047619047616,,,,,,,,
TOX21_NFkB_BLA_agonist_viability,0.7606513847111296,0.03176763852793254,11.0,359.0,30.0,16.0,0.6651432923926497,0.7430258021517662,0.2729857988051422,0.36328934672356766,0.922879177377892,0.4074074074074074,,,,,,,,
BSK_hDFCGF_VCAM1_down,0.5794485294117647,0.050147132945865536,13.0,35.0,15.0,8.0,0.6595238095238095,0.7409523809523808,0.2979455573316732,0.5352766761779153,0.7,0.6190476190476191,,,,,,,,
TOX21_MMP_ratio_down,0.7771671951428657,0.051679532174997954,26.0,133.0,27.0,14.0,0.7406250000000001,0.829375,0.4361783721449793,0.5885579948723084,0.83125,0.65,,,,,,,,
TOX21_VDR_BLA_Antagonist_ch1,0.7187582417582418,0.05642538377634172,2.0,402.0,4.0,8.0,0.5950738916256157,0.6182266009852216,0.2442793355326493,0.20962385721740046,0.9901477832512315,0.2,,,,,,,,
BSK_LPS_SRB_down,0.6835385210994966,0.04962142489300341,7.0,34.0,18.0,12.0,0.5111336032388664,0.6062753036437247,0.020639315427434822,0.3728360515242337,0.6538461538461539,0.3684210526315789,,,,,,,,
TOX21_FXR_BLA_Antagonist_ch2,0.7121811162974956,0.07130754333444773,3.0,385.0,14.0,14.0,0.5706914344685242,0.7285861713106296,0.14138286893704852,0.1740018260778505,0.9649122807017544,0.17647058823529413,,,,,,,,
APR_HepG2_MitoMass_72h_dn,0.49159756097560975,0.1062416207284832,1.0,45.0,6.0,5.0,0.5245098039215687,0.6993464052287581,0.045834924851410566,0.18759483301079227,0.8823529411764706,0.16666666666666666,,,,,,,,
ATG_Ahr_CIS_up,0.7061962620099587,0.061501923866766145,9.0,108.0,14.0,11.0,0.6676229508196722,0.8561475409836066,0.31653445617198356,0.48008496474138973,0.8852459016393442,0.45,,,,,,,,
BSK_CASM3C_MIG_down,0.7258300653594773,0.1008529593371739,1.0,60.0,4.0,6.0,0.5401785714285714,0.6026785714285714,0.09362816758985389,0.26346529752694314,0.9375,0.14285714285714285,,,,,,,,
TOX21_HSE_BLA_agonist_ch2,0.6477957912390688,0.06784941751530095,7.0,372.0,24.0,13.0,0.6446969696969698,0.7398989898989898,0.23574408829219448,0.27415017736087516,0.9393939393939394,0.35,,,,,,,,
APR_HepG2_CellCycleArrest_72h_dn,0.5758866950043421,0.13679844700728389,2.0,30.0,13.0,13.0,0.41550387596899224,0.517829457364341,-0.16899224806201552,0.2564452153402839,0.6976744186046512,0.13333333333333333,,,,,,,,
BSK_SAg_CD40_down,0.6580587970680849,0.035205183747086914,14.0,34.0,14.0,9.0,0.6585144927536233,0.7164855072463767,0.3035779781378189,0.5080711253980863,0.7083333333333334,0.6086956521739131,,,,,,,,
ATG_GATA_CIS_dn,0.6346969696969698,0.05638806899574474,0.0,138.0,0.0,4.0,0.5,0.6648550724637682,0.0,0.31089279974284795,1.0,0.0,,,,,,,,
BSK_hDFCGF_Proliferation_down,0.6195698924731182,0.0311203078209098,21.0,26.0,12.0,12.0,0.6602870813397129,0.7511961722488039,0.32057416267942584,0.7087311343707953,0.6842105263157895,0.6363636363636364,,,,,,,,
BSK_LPS_Eselectin_down,0.7167032645293515,0.05115132723572076,6.0,41.0,16.0,8.0,0.5739348370927319,0.5889724310776943,0.12722462551548497,0.30519528205164237,0.7192982456140351,0.42857142857142855,,,,,,,,
TOX21_AutoFluor_HEPG2_Cell_blue,0.7682611561531869,0.1298597201385402,0.0,487.0,0.0,6.0,0.5,0.6389459274469542,0.0,0.027470138497949777,1.0,0.0,,,,,,,,
TOX21_ARE_BLA_Agonist_ch2,0.7550170006180237,0.03324121825113592,10.0,339.0,35.0,32.0,0.5722561751973516,0.6983702571937866,0.14017552753699244,0.19718706636865221,0.9064171122994652,0.23809523809523808,,,,,,,,
TOX21_AhR_LUC_Agonist,0.834094652661733,0.031809102953009184,30.0,375.0,68.0,20.0,0.7232505643340857,0.8536343115124153,0.3377519310020124,0.49052768642503797,0.8465011286681715,0.6,,,,,,,,
ATG_THRa1_TRANS_up,0.617962962962963,0.10335855261082758,3.0,133.0,2.0,4.0,0.7068783068783069,0.5957671957671957,0.4859768339960069,0.357678615122149,0.9851851851851852,0.42857142857142855,,,,,,,,
BSK_4H_SRB_down,0.675374149659864,0.10615668478910205,8.0,40.0,13.0,10.0,0.59958071278826,0.7295597484276729,0.1898387056212239,0.5040941414455358,0.7547169811320755,0.4444444444444444,,,,,,,,
NCCT_HEK293T_CellTiterGLO,0.3452380952380953,0.07063046178186347,6.0,8.0,1.0,9.0,0.6444444444444444,0.7111111111111111,0.3076976944152481,0.8491134401660716,0.8888888888888888,0.4,,,,,,,,
OT_FXR_FXRSRC1_1440,0.5830146670006402,0.09756395871217538,0.0,66.0,7.0,8.0,0.4520547945205479,0.648972602739726,-0.10181616234408031,0.17741323813810017,0.9041095890410958,0.0,,,,,,,,
BSK_4H_VEGFRII_down,0.6020583090379008,0.11923585148936273,2.0,57.0,5.0,7.0,0.5707885304659498,0.7347670250896057,0.15800505624270095,0.3405689606878062,0.9193548387096774,0.2222222222222222,,,,,,,,
BSK_BE3C_IP10_down,0.7092290249433107,0.041145785488096075,9.0,38.0,15.0,9.0,0.6084905660377358,0.6677148846960167,0.19954534834409132,0.4703751987641859,0.7169811320754716,0.5,,,,,,,,
TOX21_p53_BLA_p4_viability,0.7254333566334548,0.06871745572067421,21.0,392.0,53.0,27.0,0.6591994382022472,0.7462546816479401,0.2642708607995482,0.3320530977457326,0.8808988764044944,0.4375,,,,,,,,
BSK_CASM3C_uPAR_down,0.6570554610733182,0.07107621221821422,3.0,49.0,12.0,7.0,0.5516393442622951,0.5754098360655737,0.08801080410577024,0.1989805114210165,0.8032786885245902,0.3,,,,,,,,
ATG_M_19_CIS_dn,0.4705664755664755,0.07253834761808121,0.0,130.0,8.0,4.0,0.47101449275362317,0.7110507246376812,-0.04159901494698894,0.07604971281441869,0.9420289855072463,0.0,,,,,,,,
BSK_CASM3C_HLADR_down,0.6407334211682038,0.01859531835176614,4.0,45.0,13.0,9.0,0.5417771883289124,0.6286472148541113,0.07572399810021987,0.26280715098635965,0.7758620689655172,0.3076923076923077,,,,,,,,
TOX21_AutoFluor_HEK293_Media_blue,0.7751282051282051,0.05456088529169299,1.0,488.0,0.0,4.0,0.6,0.8774590163934427,0.4453919439548019,0.366927492673265,1.0,0.2,,,,,,,,
BSK_CASM3C_SRB_down,0.6264603033884949,0.058715460891236256,3.0,54.0,6.0,8.0,0.5863636363636364,0.693939393939394,0.1878519830782525,0.4125172955386859,0.9,0.2727272727272727,,,,,,,,
BSK_BE3C_TGFb1_down,0.46283687943262414,0.04200604372899187,2.0,50.0,9.0,10.0,0.5070621468926554,0.6242937853107344,0.01462889097958512,0.353134482308711,0.847457627118644,0.16666666666666666,,,,,,,,
NCCT_QuantiLum_inhib_dn,0.5861904761904762,0.15781051048153585,7.0,5.0,4.0,5.0,0.5694444444444444,0.4814814814814815,0.13762047064079508,0.5737787120430309,0.5555555555555556,0.5833333333333334,,,,,,,,
TOX21_ERa_LUC_BG1_Agonist,0.6161816921475067,0.0222955386911051,34.0,314.0,102.0,43.0,0.5981830669330669,0.6312749750249751,0.15949793155941874,0.3223215823356661,0.7548076923076923,0.44155844155844154,,,,,,,,
TOX21_AR_BLA_Antagonist_viability,0.7368162494095419,0.0309141966481732,12.0,400.0,57.0,24.0,0.6043034281546317,0.7224653537563822,0.15643374958233194,0.1544139759805626,0.87527352297593,0.3333333333333333,,,,,,,,
BSK_LPS_TissueFactor_down,0.6480902777777777,0.08627041839980791,4.0,55.0,6.0,6.0,0.6508196721311476,0.7360655737704918,0.3016393442622951,0.46276263390425465,0.9016393442622951,0.4,,,,,,,,
ATG_RORE_CIS_up,0.6832973911213971,0.06755125212080378,4.0,109.0,13.0,16.0,0.5467213114754098,0.6389344262295081,0.10012913552076141,0.2526026696858158,0.8934426229508197,0.2,,,,,,,,
BSK_BE3C_tPA_down,0.6644562647754138,0.09207929787510664,2.0,57.0,3.0,9.0,0.5659090909090909,0.7121212121212122,0.18641906049463525,0.3557020053311919,0.95,0.18181818181818182,,,,,,,,
TOX21_ARE_BLA_agonist_ratio,0.6629207847911892,0.021796213492423482,49.0,248.0,71.0,48.0,0.6412920531299486,0.6999321332773163,0.2637499960044693,0.40862334739299433,0.7774294670846394,0.5051546391752577,,,,,,,,
TOX21_p53_BLA_p1_viability,0.7492498089704698,0.024033680488821065,13.0,433.0,33.0,14.0,0.7053330154188523,0.7714989667779366,0.3212409811753481,0.44325291504410863,0.9291845493562232,0.48148148148148145,,,,,,,,
ATG_PXRE_CIS_up,0.7229785877477286,0.04404412491293833,49.0,57.0,16.0,20.0,0.7454834226722256,0.8171530673019654,0.49253386898290585,0.815994764183606,0.7808219178082192,0.7101449275362319,,,,,,,,
APR_HepG2_OxidativeStress_24h_up,0.6004787369493252,0.1306439760862966,1.0,34.0,9.0,14.0,0.42868217054263563,0.5829457364341085,-0.16534358557860557,0.29944111427557396,0.7906976744186046,0.06666666666666667,,,,,,,,
TOX21_PPARd_BLA_agonist_ch2,0.7604927782497877,0.05067451020503676,2.0,398.0,4.0,12.0,0.566453447050462,0.8051705756929637,0.2010282073678137,0.18512014861712536,0.9900497512437811,0.14285714285714285,,,,,,,,
TOX21_ERa_BLA_Antagonist_ratio,0.7776280514265771,0.02697411557771155,53.0,281.0,135.0,24.0,0.6818962287712288,0.7433503996003996,0.27190479993135613,0.394510952818624,0.6754807692307693,0.6883116883116883,,,,,,,,
BSK_hDFCGF_MIG_down,0.687037037037037,0.05730259891584677,9.0,49.0,8.0,5.0,0.7512531328320802,0.7932330827067668,0.46851293573300556,0.4682885918549306,0.8596491228070176,0.6428571428571429,,,,,,,,
TOX21_HSE_BLA_agonist_ratio,0.7389637092560173,0.02594505478088688,12.0,355.0,28.0,21.0,0.6452646570140043,0.6832819052140201,0.26633141562008783,0.35529799099026343,0.9268929503916449,0.36363636363636365,,,,,,,,
APR_HepG2_MitoMass_24h_dn,0.6043956043956042,0.0929277390208151,0.0,43.0,6.0,9.0,0.4387755102040816,0.3764172335600907,-0.14557847581859087,0.13144335621164485,0.8775510204081632,0.0,,,,,,,,
OT_ER_ERaERa_0480,0.8882562451209992,0.064845610394937,3.0,73.0,2.0,7.0,0.6366666666666667,0.7306666666666666,0.37427708096186346,0.48571617108381815,0.9733333333333334,0.3,,,,,,,,
TOX21_p53_BLA_p3_ratio,0.722856973660561,0.025898271976235013,33.0,375.0,51.0,34.0,0.6864095017868405,0.7377899236213301,0.3398121830381706,0.37994938319280064,0.8802816901408451,0.4925373134328358,,,,,,,,
TOX21_ERa_BLA_Agonist_ratio,0.7362741288535034,0.01050198911777733,14.0,394.0,66.0,19.0,0.6403820816864295,0.6895915678524374,0.1903082169596111,0.32704818459336327,0.8565217391304348,0.42424242424242425,,,,,,,,
ATG_BRE_CIS_dn,0.6329427300528219,0.045801469269853186,0.0,134.0,3.0,5.0,0.48905109489051096,0.30364963503649633,-0.028065833589458102,0.02996692655837028,0.9781021897810219,0.0,,,,,,,,
ATG_Ets_CIS_dn,0.7088035339922133,0.03929868056561612,4.0,123.0,9.0,6.0,0.6659090909090909,0.6,0.29438834605399256,0.20194725201522695,0.9318181818181818,0.4,,,,,,,,
OT_ER_ERaERb_1440,0.8131336587940361,0.07252824566365576,5.0,55.0,12.0,8.0,0.6027554535017222,0.7164179104477613,0.1853314903118983,0.42303729859705164,0.8208955223880597,0.38461538461538464,,,,,,,,
ATG_TAL_CIS_up,0.6145616717635066,0.051875676276344616,1.0,130.0,6.0,5.0,0.5612745098039216,0.7205882352941178,0.11387778634594274,0.2729010821781297,0.9558823529411765,0.16666666666666666,,,,,,,,
TOX21_GR_BLA_Agonist_ch2,0.8132302600472814,0.07350334059499837,12.0,455.0,14.0,12.0,0.7350746268656716,0.857320540156361,0.4526710066400697,0.5689424773075301,0.9701492537313433,0.5,,,,,,,,
ATG_E_Box_CIS_dn,0.6825164835164835,0.059364203713401745,5.0,105.0,20.0,12.0,0.5670588235294117,0.6818823529411764,0.1143147991432755,0.2153676450433919,0.84,0.29411764705882354,,,,,,,,
BSK_LPS_IL1a_down,0.6557400932400933,0.0792369376773125,6.0,41.0,14.0,10.0,0.5602272727272728,0.5670454545454545,0.11188308769399849,0.2929540337230523,0.7454545454545455,0.375,,,,,,,,
NCCT_QuantiLum_inhib_2_dn,0.4407142857142857,0.14429514349199057,3.0,8.0,11.0,2.0,0.5105263157894737,0.6736842105263158,0.0173421993904824,0.5658333333333334,0.42105263157894735,0.6,,,,,,,,
TOX21_PPARg_BLA_Agonist_ratio,0.7321723834652595,0.0783453964396273,4.0,463.0,11.0,15.0,0.5936597823673107,0.7043082389518099,0.2099372642252049,0.19467059262755843,0.9767932489451476,0.21052631578947367,,,,,,,,
ATG_CRE_CIS_up,0.677867243867244,0.07984546541486039,6.0,102.0,22.0,12.0,0.5779569892473119,0.6648745519713262,0.13037691710027413,0.2511408799400313,0.8225806451612904,0.3333333333333333,,,,,,,,
BSK_CASM3C_VCAM1_down,0.6028307123034228,0.04890958604594042,4.0,47.0,12.0,8.0,0.5649717514124294,0.7429378531073446,0.11655471920112638,0.3791128703483751,0.7966101694915254,0.3333333333333333,,,,,,,,
ATG_DR4_LXR_CIS_dn,0.705520485632755,0.06296730117453718,16.0,97.0,12.0,17.0,0.6873783708646094,0.8028912983041423,0.3978214829344235,0.5871055570047423,0.8899082568807339,0.48484848484848486,,,,,,,,
TOX21_p53_BLA_p3_ch1,0.5777567590400234,0.060049996016539604,19.0,388.0,58.0,28.0,0.6371052380498043,0.6962121934929874,0.22182391872490614,0.30551502788898854,0.8699551569506726,0.40425531914893614,,,,,,,,
APR_HepG2_OxidativeStress_72h_up,0.5874902874902875,0.03358081938699134,5.0,33.0,9.0,11.0,0.5491071428571428,0.6279761904761905,0.10258147583103623,0.415143872621055,0.7857142857142857,0.3125,,,,,,,,
Tanguay_ZF_120hpf_JAW_up,0.5771341463414634,0.07951576961722798,1.0,38.0,13.0,6.0,0.44397759103641454,0.6274509803921569,-0.08529734771807601,0.16773691555475237,0.7450980392156863,0.14285714285714285,,,,,,,,
TOX21_AR_LUC_MDAKB2_Antagonist,0.7668223619742245,0.05051091498048758,32.0,375.0,63.0,23.0,0.7189912826899127,0.8051888750518889,0.34960037060972343,0.4092500978833306,0.8561643835616438,0.5818181818181818,,,,,,,,
